Date,AAPL,MSFT,WMT,AAL,LDOS,INTU,HIG,SWKS,FAST,CERN,NDAQ,RHI,ETR,AOS,VNO,CPT,HPE,EFX,AVGO,DLTR,MLM,PSA,TXN,ALB,NVDA,AVB,DRE,TTWO,LYB,NCLH,RCL,FISV,EQR,STX,TECH,RTX,D,EMR,LRCX,SLB,ALGN,IEX,WTW,EXR,FIS,COO,UDR,BBY,NWSA,EPAM,J,PNW,MMC,GNRC,AMCR,MKC,ESS,GOOGL,CI,DFS,PFE,CTSH,GPC,NWL,ETN,FTNT,RF,UAL,V,AEP,MOH,TAP,SCHW,ZION,CRM,HAS,BIO,HON,APH,LH,DUK,ADI,GS,CCL,MTD,TEL,MOS,OXY,BLK,AIG,ODFL,JNPR,ICE,KR,JCI,AFL,MRNA,EVRG,DVN,PRU
2021-01-29,131.5396728515625,230.8938446044922,138.2908477783203,17.170000076293945,104.5352783203125,360.29132080078125,46.67421340942383,168.2915496826172,44.8388671875,79.64384460449219,134.38101196289062,66.18903350830078,91.00653839111328,53.452308654785156,37.833274841308594,99.7195816040039,11.954361915588379,175.61471557617188,443.53399658203125,101.66000366210938,285.1564636230469,221.56991577148438,163.86659240722656,161.34793090820312,129.82293701171875,158.90382385253906,38.510215759277344,200.4499969482422,82.13230895996094,22.649999618530273,65.0,102.69000244140625,59.8114128112793,65.0487060546875,324.3817138671875,64.78923797607422,69.84455871582031,77.25349426269531,481.81268310546875,21.76059913635254,525.3800048828125,184.35890197753906,202.94000244140625,110.7954330444336,121.97505950927734,363.9859619140625,37.38289260864258,106.08435821533203,19.325698852539062,344.42999267578125,100.1212158203125,71.95592498779297,108.35417175292969,246.4199981689453,10.408318519592285,88.13414001464844,233.2530975341797,1827.3599853515625,213.210693359375,81.846435546875,34.6605339050293,77.44142150878906,90.7437744140625,23.599773406982422,115.41077423095703,144.75,16.502552032470703,39.9900016784668,191.75819396972656,77.43055725097656,213.61000061035156,49.41346740722656,50.89455032348633,43.59278869628906,225.55999755859375,91.87489318847656,573.77001953125,191.03573608398438,61.7535285949707,228.91000366210938,89.52084350585938,146.08387756347656,264.9300842285156,18.670000076293945,1168.0999755859375,118.34724426269531,25.693971633911133,20.031831741333008,687.70068359375,36.53143310546875,193.67816162109375,23.572898864746094,109.14535522460938,33.65757751464844,49.006622314453125,43.815162658691406,173.16000366210938,51.886192321777344,15.728911399841309,73.93870544433594
2021-02-26,121.05438232421875,231.8446502685547,127.88627624511719,20.940000534057617,87.1784439086914,389.1262512207031,49.60395812988281,177.28262329101562,45.882774353027344,68.73767852783203,137.3811492919922,76.63090515136719,83.7011489868164,58.44315719604492,40.85917663574219,101.67200469970703,14.104986190795898,160.8666534423828,462.6044616699219,98.19999694824219,334.7961120605469,227.72195434570312,170.3741912841797,155.94189453125,137.06626892089844,170.6320343017578,38.44206237792969,184.4600067138672,98.72924041748047,29.559999465942383,93.2699966430664,115.37000274658203,63.46957778930664,72.04351043701172,361.3982238769531,70.32634735107422,65.46549987792969,84.12992858886719,564.68505859375,27.47355079650879,567.1099853515625,193.2505645751953,220.63999938964844,122.39200592041016,136.34017944335938,386.07269287109375,40.02739715576172,97.82728576660156,23.360187530517578,373.6099853515625,114.32438659667969,66.86880493164062,113.58900451660156,329.55999755859375,10.516521453857422,82.95672607421875,248.03036499023438,2021.9100341796875,206.1871795654297,92.58776092529297,32.333744049072266,73.23151397705078,101.83061218261719,22.981359481811523,127.65785217285156,168.85000610351562,20.014558792114258,52.68000030517578,211.07762145996094,72.29176330566406,216.75999450683594,43.788448333740234,61.1446533203125,52.86118698120117,216.5,92.43714904785156,584.5,198.7366943359375,62.149131774902344,239.91000366210938,82.35979461669922,155.1639404296875,312.1284484863281,26.75,1116.050048828125,128.2877960205078,29.09872055053711,26.572633743286133,681.0713500976562,42.883453369140625,214.41372680664062,22.664188385009766,109.10579681396484,31.59269142150879,54.879154205322266,46.772254943847656,154.80999755859375,51.78962326049805,20.583280563354492,83.0854721069336
2021-03-31,121.94287109375,235.22683715820312,134.26202392578125,23.899999618530273,95.23807525634766,382.0646057128906,65.35902404785156,182.92550659179688,49.75168991088867,71.46173095703125,146.98916625976562,76.90673828125,95.90776824951172,66.55451965332031,43.19045639038086,108.1011734008789,15.372668266296387,179.9961395263672,460.05877685546875,114.45999908447266,333.7525634765625,242.19412231445312,186.91018676757812,145.3035125732422,133.45191955566406,180.67025756835938,41.066898345947266,176.6999969482422,100.64397430419922,27.59000015258789,85.61000061035156,119.04000091552734,70.09068298339844,76.17857360839844,381.6218566894531,75.48432159423828,73.45133972167969,88.36091613769531,594.0499267578125,26.76481056213379,541.530029296875,207.26141357421875,228.8800048828125,130.06727600097656,139.29209899902344,384.0329895019531,42.64274597167969,112.61865234375,25.43000030517578,396.69000244140625,128.4212188720703,77.78889465332031,120.07585144042969,327.45001220703125,11.227879524230957,87.7601089477539,266.6266174316406,2062.52001953125,238.4750518798828,93.4932632446289,34.97914123535156,77.85581970214844,112.56036376953125,26.561969757080078,136.32650756835938,184.4199981689453,20.192777633666992,57.540000915527344,210.42169189453125,81.80510711669922,233.75999450683594,50.38873291015625,64.57240295410156,54.64079284667969,211.8699951171875,94.81441497802734,571.1699829101562,213.19386291503906,65.54032135009766,255.02999877929688,92.88691711425781,154.4270477294922,320.73028564453125,26.540000915527344,1155.68994140625,127.38011169433594,31.336246490478516,26.591554641723633,743.7605590820312,45.388450622558594,240.22886657714844,24.659961700439453,110.77691650390625,35.30025100708008,58.95454406738281,49.98546600341797,130.9499969482422,58.0537109375,21.041765213012695,87.28189849853516
2021-04-30,131.23709106445312,251.59902954101562,138.294921875,21.719999313354492,100.18395233154297,411.67950439453125,64.54679107666016,180.78201293945312,52.01209259033203,74.83908081054688,161.02418518066406,86.3045883178711,105.37608337402344,66.9539566040039,43.53301239013672,118.49722290039062,15.646133422851562,227.79502868652344,452.65673828125,114.9000015258789,350.9460144042969,275.9576416015625,179.50885009765625,167.2417449951172,150.06060791015625,188.00437927246094,45.562416076660156,175.3800048828125,100.34412384033203,31.049999237060547,86.94999694824219,120.12000274658203,72.63481903076172,92.14877319335938,427.1451110839844,81.31636047363281,77.26122283935547,88.6253433227539,619.2095947265625,26.626998901367188,595.530029296875,221.9950714111328,258.8599853515625,145.90496826171875,151.46688842773438,410.8290100097656,45.530765533447266,114.05077362060547,26.200000762939453,457.75,132.7327117919922,81.75643157958984,134.27903747558594,323.95001220703125,11.29516887664795,89.27989959716797,284.9483947753906,2353.5,245.6468505859375,112.20372772216797,37.31559371948242,80.12811279296875,121.69452667236328,26.740501403808594,140.9108123779297,204.22999572753906,21.306995391845703,54.400001525878906,232.11679077148438,85.67805480957031,255.10000610351562,54.13217544555664,69.74374389648438,55.475914001464844,230.32000732421875,98.77703094482422,630.1300048828125,219.0572509765625,66.90138244628906,265.8699951171875,96.88992309570312,152.51513671875,341.76904296875,27.959999084472656,1313.3199462890625,132.66830444335938,34.87532424926758,25.33289909362793,808.2166137695312,47.588626861572266,257.6157531738281,24.71837615966797,116.75814819335938,35.83970642089844,61.592533111572266,52.475948333740234,178.82000732421875,62.383609771728516,22.515169143676758,96.15379333496094
2021-05-31,124.61000061035156,249.67999267578125,140.94178771972656,24.239999771118164,101.63804626464844,438.5780944824219,64.29205322265625,170.0,52.7681999206543,78.03008270263672,166.92530822753906,87.84629821777344,102.38182830810547,70.23494720458984,45.50386047363281,123.31657409667969,15.587533950805664,233.95343017578125,468.6614074707031,97.5,361.9676513671875,277.2532043457031,188.76722717285156,166.1577606201172,162.4077911376953,202.6334686279297,45.76607894897461,185.55999755859375,108.9334487915039,31.899999618530273,93.2699966430664,115.19999694824219,75.78561401367188,95.75,413.8299865722656,87.18175506591797,73.6253890991211,94.22795104980469,648.55078125,30.840068817138672,590.1500244140625,221.01263427734375,261.3599853515625,147.0039825439453,147.58363342285156,393.3916015625,46.68741226196289,114.0213623046875,26.989999771118164,477.6000061035156,141.3583984375,81.68882751464844,136.90130615234375,328.7200012207031,11.456454277038574,87.99542999267578,289.6269226074219,2356.85009765625,255.3539581298828,115.85475158691406,37.76128005981445,71.55999755859375,127.68331909179688,28.690000534057617,143.95947265625,218.5399932861328,22.880586624145508,58.349998474121094,226.22361755371094,83.76409912109375,251.36000061035156,57.452022552490234,73.35260772705078,57.880001068115234,238.10000610351562,95.32058715820312,602.3699951171875,227.7493133544922,66.82191467285156,274.4800109863281,97.36592102050781,164.60000610351562,366.11944580078125,29.559999465942383,1300.949951171875,134.3683624267578,35.82701110839844,25.9322566986084,865.1754760742188,51.900577545166016,265.25,25.827850341796875,111.96721649169922,36.45038986206055,65.74217987060547,55.68278121948242,185.00999450683594,60.972469329833984,25.57754135131836,103.60128784179688
2021-06-30,136.9600067138672,270.8999938964844,139.93951416015625,21.209999084472656,100.32501983642578,489.59857177734375,60.96677780151367,191.75,51.73352813720703,78.16000366210938,175.8000030517578,88.0243911743164,96.9738540649414,71.21331787109375,44.91677474975586,131.29515075683594,14.349275588989258,238.40277099609375,476.8399963378906,99.5,350.18243408203125,297.1352233886719,191.23345947265625,167.9056854248047,200.02499389648438,205.88845825195312,46.642784118652344,177.02000427246094,100.4658432006836,29.40999984741211,85.27999877929688,106.88999938964844,75.92853546142578,87.93000030517578,450.260009765625,83.84032440185547,71.73185729980469,94.76954650878906,650.7000122070312,31.635656356811523,611.0,218.42193603515625,230.02000427246094,161.76611328125,140.72030639648438,396.2111511230469,48.01069641113281,113.48680877685547,25.770000457763672,510.9599914550781,132.7423858642578,79.16804504394531,139.20689392089844,415.1499938964844,11.12635326385498,87.2642822265625,296.2823486328125,2441.7900390625,234.79640197753906,116.87240600585938,38.18052673339844,69.26000213623047,123.9272689819336,27.469999313354492,146.86343383789062,238.19000244140625,19.856006622314453,52.290000915527344,232.71273803710938,82.39076232910156,253.05999755859375,52.890926361083984,72.31961059570312,52.86000061035156,244.27000427246094,93.8803939819336,644.2899780273438,216.3475341796875,68.11343383789062,275.8500061035156,95.90863800048828,172.16000366210938,373.51031494140625,26.360000610351562,1385.3399658203125,133.90292358398438,31.696956634521484,31.247289657592773,867.169189453125,47.04312515258789,253.8000030517578,26.828397750854492,118.08244323730469,37.76134490966797,68.08594512939453,52.71591567993164,234.97999572753906,59.43807601928711,28.331979751586914,99.24300384521484
2021-07-30,145.86000061035156,284.9100036621094,141.45779418945312,20.3799991607666,105.60424041748047,529.969970703125,62.590065002441406,184.50999450683594,54.77000045776367,80.38999938964844,186.72999572753906,97.16617584228516,100.1058120727539,69.7650146484375,41.86586380004883,147.8418731689453,14.270541191101074,259.3952941894531,485.3999938964844,99.79000091552734,361.6192626953125,308.78582763671875,190.6199951171875,205.3620147705078,194.99000549316406,224.77151489257812,50.12006759643555,173.4199981689453,97.0085678100586,24.030000686645508,76.87000274658203,115.11000061035156,82.95932006835938,87.9000015258789,482.239990234375,85.45207214355469,72.99938201904297,99.3484878540039,637.4099731445312,28.492843627929688,695.7999877929688,225.55795288085938,206.0800018310547,171.95672607421875,148.05084228515625,421.73822021484375,54.286563873291016,110.89096069335938,24.6299991607666,559.7999877929688,134.77256774902344,81.48599243164062,146.21160888671875,419.3599853515625,11.223442077636719,83.4898681640625,324.0233154296875,2694.530029296875,227.28909301757812,122.83013916015625,42.11726760864258,73.52999877929688,124.36821746826172,24.75,156.64573669433594,272.239990234375,18.940937042236328,46.720001220703125,245.2232208251953,85.82898712158203,273.010009765625,48.16236877441406,67.49234008789062,52.150001525878906,241.92999267578125,99.44000244140625,739.510009765625,230.58987426757812,72.17574310302734,296.1499938964844,102.11666107177734,167.4199981689453,368.93408203125,21.649999618530273,1473.7099609375,146.04440307617188,31.021495819091797,26.081045150756836,859.4387817382812,46.796051025390625,269.1499938964844,27.603330612182617,119.20657348632812,40.11711502075195,70.85382843017578,54.032344818115234,353.6000061035156,64.14945220947266,25.0804500579834,97.1219711303711
2021-08-31,151.8300018310547,301.8800048828125,147.50608825683594,19.940000534057617,97.35794830322266,566.1099853515625,66.47901916503906,183.4600067138672,55.849998474121094,76.3499984741211,195.77999877929688,102.68280792236328,108.53435516357422,72.13581848144531,40.81547546386719,148.48513793945312,15.215350151062012,271.0013732910156,497.2099914550781,90.54000091552734,380.0920104980469,319.78424072265625,190.91000366210938,235.9610137939453,223.85000610351562,226.49803161621094,51.98683166503906,161.22000122070312,99.11151885986328,25.84000015258789,82.7300033569336,117.79000091552734,82.90016174316406,87.58999633789062,499.1400146484375,83.7997817993164,75.8951644897461,104.39360809326172,604.8200073242188,27.835119247436523,709.0,222.88137817382812,220.72000122070312,184.56661987304688,126.91349029541016,450.676025390625,53.3289680480957,114.99694061279297,22.469999313354492,632.8099975585938,134.4835968017578,75.00027465820312,156.1232452392578,436.9800109863281,12.475885391235352,85.59274291992188,326.6304931640625,2893.949951171875,209.62017822265625,127.16758728027344,45.32451629638672,76.30999755859375,119.73332977294922,25.40999984741211,167.62741088867188,315.1400146484375,20.101991653442383,46.5099983215332,228.325927734375,87.96994018554688,268.7699890136719,47.16255569458008,72.53386688232422,57.900001525878906,265.2699890136719,98.30999755859375,804.8200073242188,229.64761352539062,76.29779815673828,303.3800048828125,102.62295532226562,162.9499969482422,408.9288024902344,24.139999389648438,1552.8299560546875,149.267578125,31.965152740478516,25.671342849731445,934.880126953125,53.92169952392578,288.7200012207031,28.62175178527832,118.90812683105469,45.59344482421875,74.20703125,56.004085540771484,376.69000244140625,67.85353088378906,28.681396484375,103.68842315673828
2021-09-30,141.5,281.9200134277344,138.82106018066406,20.520000457763672,95.74397277832031,539.510009765625,69.4756088256836,164.77999877929688,51.61000061035156,70.5199966430664,193.02000427246094,99.63410186767578,97.44640350341797,60.57939910888672,40.942169189453125,146.764404296875,14.140244483947754,252.60293579101562,484.92999267578125,95.72000122070312,340.6421813964844,295.42718505859375,192.2100067138672,218.61386108398438,207.16000366210938,218.66461181640625,47.393062591552734,154.07000732421875,92.69173431396484,26.709999084472656,88.94999694824219,108.5,80.38151550292969,82.5199966430664,484.57000732421875,84.9861831665039,71.76806640625,93.21211242675781,569.1500244140625,29.42342758178711,665.4299926757812,205.91651916503906,232.4600067138672,167.0034637451172,121.2280044555664,413.27886962890625,52.302276611328125,104.99726104736328,23.530000686645508,570.47998046875,132.0621795654297,70.57242584228516,150.39276123046875,408.6700134277344,11.357816696166992,80.375244140625,317.8452453613281,2673.52001953125,199.15850830078125,121.84166717529297,42.314029693603516,74.20999908447266,119.58525085449219,22.139999389648438,148.66030883789062,292.0400085449219,21.146446228027344,47.56999969482422,221.99737548828125,79.72981262207031,271.30999755859375,46.021446228027344,72.5239028930664,61.88999938964844,271.2200012207031,89.22000122070312,745.9500122070312,210.2091064453125,73.05242919921875,281.44000244140625,95.6905517578125,167.47999572753906,373.84185791015625,25.010000228881836,1377.3599853515625,136.34999084472656,35.56441116333008,29.57038688659668,834.8095703125,54.56865310668945,285.9800109863281,27.17980194091797,114.5395736694336,40.04655838012695,67.78736877441406,51.50835037231445,384.8599853515625,61.65800094604492,34.93279266357422,103.02249908447266
2021-10-29,149.8000030517578,331.6199951171875,148.82080078125,19.200000762939453,99.57852172851562,625.989990234375,72.12606811523438,167.1300048828125,57.08000183105469,74.29000091552734,209.8699951171875,112.28573608398438,101.08678436279297,72.80026245117188,41.546409606933594,162.3196258544922,14.537162780761719,276.5354919433594,531.6699829101562,107.76000213623047,391.6468200683594,330.3096618652344,187.47999572753906,250.0626220703125,255.6699981689453,235.1898956298828,55.67967224121094,181.0,91.67445373535156,25.719999313354492,84.43000030517578,98.48999786376953,85.8250503540039,89.06999969482422,523.6500244140625,87.85333251953125,74.628173828125,95.99264526367188,563.5700073242188,32.0242805480957,624.3699951171875,222.04037475585938,242.27999877929688,196.21090698242188,110.32864379882812,416.88861083984375,55.19014358520508,121.41580200195312,22.899999618530273,673.239990234375,140.14515686035156,62.896846771240234,166.23033142089844,498.55999755859375,11.828200340270996,79.9195556640625,337.9156188964844,2960.919921875,212.54119873046875,112.38988494873047,43.032222747802734,78.08999633789062,129.33120727539062,22.889999389648438,164.04307556152344,336.3399963378906,23.498258590698242,46.13999938964844,211.0544891357422,83.1967544555664,295.7200012207031,43.749149322509766,81.67402648925781,62.9900016784668,299.69000244140625,95.76000213623047,794.6799926757812,216.48724365234375,76.5838394165039,287.0199890136719,100.02452850341797,173.49000549316406,408.77056884765625,22.15999984741211,1480.8800048828125,145.0743408203125,41.3889274597168,33.51910400390625,939.1284790039062,58.74406433105469,341.3500061035156,29.15507698059082,138.12184143066406,39.64044952392578,73.05463409423828,53.02997970581055,345.2099914550781,63.19449234008789,39.42851257324219,107.7721176147461
